Symbol,DY,PB,PCYH,PCYL,PE,PEG,PS,SR,SECTOR
RICK,0.57,1.53,-0.011899999999999999,1.104,21.23,0.38,1.5,1.74,Consumer Services
RCMT,0.0,1.98,-0.2434,0.21289999999999998,51.12,0.0,0.36,1.09,Technology
RDI,0.0,2.46,-0.0617,0.3569,36.8,0.0,1.35,5.03,Consumer Services
RDIB,0.0,2.77,0.295,1.2195,41.1,0.0,1.52,1.66,Consumer Services
RP,0.0,6.01,-0.0771,0.6778,130.26,1.86,4.58,1.64,Technology
RRGB,0.0,2.56,-0.0453,0.7319,103.74,2.61,0.71,8.29,Consumer Services
REGN,0.0,9.89,-0.0199,0.39899999999999997,55.1,1.88,9.66,2.82,Health Care
REIS,3.59,2.23,-0.2774,0.1361,128.0,0.0,4.66,5.52,Miscellaneous
RNST,1.74,1.47,-0.07440000000000001,0.36810000000000004,18.88,1.86,4.25,8.6,Finance
REGI,0.0,0.74,-0.1067,0.4304,12.97,0.63,0.2,34.29,Basic Industries
RTK,0.0,0.0707,-0.875113,0.377222,0.075,0.0,0.0692,0.85,Basic Industries
RGEN,0.0,7.49,-0.0175,0.8598,103.59,2.78,12.04,15.43,Health Care
RBCAA,2.41,1.17,-0.147,0.3208,15.11,1.51,3.47,2.1,Finance
FRBK,0.0,2.36,-0.0674,1.4324000000000001,75.0,0.0,7.78,13.16,Finance
RECN,3.44,1.63,-0.3611,0.019299999999999998,19.58,2.35,0.65,4.1,Miscellaneous
ROIC,3.73,1.87,-0.1297,0.0873,61.91,6.62,8.94,8.93,Consumer Services
RGCO,2.33,3.0,-0.008,0.6633,28.55,0.0,2.9,0.33,Public Utilities
NAME,0.0,0.98,-0.2763,0.29710000000000003,4.38,0.0,2.99,5.49,Miscellaneous
RVSB,1.19,1.36,-0.174,0.47159999999999996,20.49,1.13,3.47,0.5,Finance
RMCF,4.18,3.51,-0.1247,0.2189,13.39,0.0,1.72,0.71,Consumer Non-Durables
ROST,1.02,8.76,-0.0901,0.22010000000000002,21.76,1.93,1.86,2.34,Consumer Services
RBPAA,0.0,2.28,-0.1159,0.9074,13.46,0.0,4.32,0.25,Finance
RGLD,1.2,2.3,-0.0797,0.4893,51.6,1.41,12.32,4.4,Basic Industries
RPXC,0.0,1.35,-0.1188,0.5523,33.38,1.15,1.92,0.92,Miscellaneous
RUSHA,0.0,1.64,-0.0706,0.8022,27.97,1.35,0.34,3.06,Consumer Durables
RUSHB,0.0,1.52,-0.0658,0.7326999999999999,25.63,0.0,0.32,5.76,Consumer Durables
RUTH,1.68,7.48,-0.0037,0.5793,22.42,1.34,1.69,1.73,Consumer Services
RYAAY,0.0,4.9,-0.0009,0.6072,18.98,0.73,3.58,2.3,Transportation
STBA,2.34,1.39,-0.1514,0.46619999999999995,16.01,3.04,5.01,10.64,Finance
SBRA,7.27,1.54,-0.19829999999999998,0.20879999999999999,16.12,3.29,5.94,14.05,Consumer Services
SBRAP,6.92,1.679,-0.06629299999999999,0.105769,17.7901,0.0,6.47,0.0,Consumer Services
SABR,2.48,9.59,-0.2386,0.1229,30.08,1.86,1.86,5.64,Technology
SAFT,4.18,1.5,-0.1033,0.19140000000000001,15.96,1.11,1.24,1.49,Finance
SAIA,0.0,2.39,-0.0906,0.9854,24.46,1.39,0.95,3.38,Transportation
SALM,3.85,0.82,-0.1515,0.4,18.97,2.54,0.64,2.72,Consumer Services
SAL,2.8,1.15,-0.0342,0.3898,16.8,0.0,2.94,1.68,Finance
SAFM,0.83,2.06,-0.0464,0.6204999999999999,12.32,0.86,0.87,14.54,Consumer Non-Durables
SASR,2.64,1.73,-0.14400000000000002,0.44380000000000003,17.96,2.01,4.73,4.36,Finance
SANM,0.0,1.65,-0.10060000000000001,0.5787,13.93,-0.82,0.42,3.2,Technology
SPNS,0.0,3.1,-0.21530000000000002,0.1048,52.25,2.64,2.76,8.37,Technology
SBFG,1.61,1.13,-0.1576,0.6444,12.22,0.0,1.94,0.04,Finance
SBFGP,3.94,1.065,-0.132,0.45176,11.525,0.0,1.826,0.0,Finance
SCSC,0.0,1.2,-0.1524,0.3115,15.46,1.63,0.28,2.79,Technology
SCHN,3.74,1.11,-0.3546,0.3318,14.81,1.79,0.38,3.52,Consumer Durables
SCHL,1.43,1.15,-0.1482,0.1949,31.7,2.74,0.83,10.22,Consumer Services
SCLN,0.0,2.06,-0.3779,0.09359999999999999,13.15,0.72,2.89,6.82,Health Care
SNI,1.79,4.02,-0.2004,0.13570000000000002,14.91,1.1,2.52,5.9,Consumer Services
SBCF,0.0,1.76,-0.12359999999999999,0.4911,26.28,2.04,4.83,1.0,Finance
STX,5.85,7.95,-0.1654,1.0476999999999999,17.5,0.55,1.16,6.21,Technology
SNFCA,0.0,0.73,0.0,0.8419,7.41,0.0,0.31,0.41,Finance
SEIC,1.11,5.86,-0.0466,0.1906,23.77,1.66,5.59,4.65,Finance
SLCT,0.0,1.3,-0.0327,0.5231,18.81,0.0,4.1,3.23,Finance
SCSS,0.0,9.03,-0.12710000000000002,0.6189,21.09,1.62,0.9,9.3,Consumer Durables
SIR,8.38,1.06,-0.1359,0.039599999999999996,23.93,3.05,4.72,5.8,Consumer Services
SIGI,1.28,1.83,-0.0688,0.43200000000000005,17.14,1.62,1.25,2.25,Finance
SMTC,0.0,3.99,-0.0067,0.7376999999999999,44.7,4.12,4.45,1.04,Technology
SENEA,0.0,0.79,-0.2192,0.23199999999999998,26.22,0.0,0.27,6.46,Consumer Non-Durables
SENEB,0.0,0.8824,-0.15217599999999998,0.181815,30.757,0.0,0.3068,3.77,Consumer Non-Durables
SNH,7.35,1.56,-0.11449999999999999,0.2322,35.26,10.53,4.74,2.43,Consumer Services
SNHNI,0.0,1.84,-0.1288,0.14859999999999998,55.24,0.0,0.33,0.0,Consumer Services
SFBS,0.56,3.45,-0.16760000000000003,0.574,22.76,0.0,9.63,15.85,Finance
SVBI,0.0,0.96,-0.1264,0.22820000000000001,6.01,0.0,2.8,0.38,Finance
SHSP,0.0,1.65,-0.327,0.2045,8.31,-0.37,3.02,2.47,Technology
SHLO,0.0,1.54,-0.29600000000000004,1.2816,30.52,0.0,0.19,0.7,Capital Goods
TYHT,0.0,1.58,-0.3602,0.3411,10.92,0.0,2.77,0.61,Consumer Non-Durables
SHPG,0.49,1.87,-0.1531,0.0999,181.72,0.89,4.15,1.07,Health Care
SCVL,1.35,1.14,-0.386,0.1116,16.61,0.98,0.35,3.49,Consumer Services
SHBI,1.26,1.28,-0.10830000000000001,0.5455,20.28,1.67,3.72,1.06,Finance
SFLY,0.0,3.14,-0.0753,0.2047,144.67,2.67,1.49,13.05,Miscellaneous
SIFI,1.36,1.05,-0.0943,0.19510000000000002,15.33,0.0,3.08,2.33,Finance
BSRR,2.22,1.66,-0.14679999999999999,0.6124,19.23,2.43,4.05,2.77,Finance
SWIR,0.0,2.37,-0.1258,1.1748,59.18,1.99,1.37,0.84,Technology
SGMA,0.0,0.45,-0.0499,0.6135,170.26,0.0,0.11,0.92,Technology
SBNY,0.0,2.07,-0.11599999999999999,0.2788,18.42,0.99,7.37,5.87,Finance
SLGN,0.57,7.12,-0.0337,0.33140000000000003,24.63,1.35,0.96,6.22,Consumer Durables
SILC,1.97,2.98,-0.0866,0.907,27.41,1.32,3.56,1.88,Technology
SLAB,0.0,3.56,-0.0356,0.6734,44.66,2.02,4.37,2.57,Technology
SIMO,1.54,3.9,-0.08460000000000001,0.3778,16.51,-3.25,3.22,6.8,Technology
SPIL,7.08,2.33,-0.0012,0.1858,20.9,0.0,1.84,0.98,Technology
SSRI,0.0,1.22,-0.387,0.261,14.45,-0.88,2.29,1.55,Basic Industries
SAMG,3.95,2.04,-0.1759,0.0795,17.84,0.86,1.19,6.84,Finance
SSNT,0.0,3.23,-0.24,2.1667,4.87,0.0,0.48,0.0,Miscellaneous
SFNC,1.96,1.37,-0.2343,0.2059,16.77,3.04,4.02,12.72,Finance
SLP,1.72,8.41,-0.0706,0.7582,38.73,1.88,9.52,16.93,Technology
SINA,0.0,2.6,-0.016399999999999998,1.1678,31.84,-1.88,6.45,0.65,Technology
SBGI,2.16,3.03,-0.2207,0.3892,11.31,8.18,1.22,2.2,Consumer Services
SINO,0.0,1.5,-0.7944,3.7097,8.77,0.0,3.21,1.24,Transportation
SKYS,0.0,0.76,-0.6463,0.2733,24.81,-1.81,1.73,2.24,Public Utilities
SWKS,1.06,5.16,-0.012,0.8541,21.83,1.02,5.84,4.59,Technology
SLM,0.0,2.42,-0.1886,0.9262999999999999,18.12,0.7,5.32,4.69,Finance
SLMBP,4.12,16.21,-0.0069,0.5978,120.98,0.0,35.59,0.26,Finance
SMBK,0.0,1.45,-0.0043,0.6431999999999999,29.97,0.0,4.53,0.34,Finance
LNCE,1.72,1.93,-0.0987,0.24309999999999998,70.0,1.61,1.64,16.7,Consumer Non-Durables
SCKT,0.0,1.24,-0.2531,0.5314,2.16,0.0,1.0,0.67,Technology
SODA,0.0,2.76,-0.08810000000000001,1.6713999999999998,21.58,1.39,2.31,1.73,Consumer Durables
SEDG,0.0,2.55,-0.1895,0.6388,18.49,-1.5,1.67,10.73,Technology
SNOA,0.0,1.26,-0.1794,0.8964,3.12,0.0,1.68,2.18,Health Care
SORL,0.0,1.09,-0.08529999999999999,4.5,6.52,1.29,0.55,2.5,Capital Goods
SOHO,6.31,1.23,-0.12789999999999999,0.4366,85.64,0.0,0.6,0.86,Consumer Services
SOHOB,7.81,4.75,-0.0483,0.0774,328.21,0.0,2.31,0.0,Consumer Services
SFBC,1.35,1.163,-0.09603,0.27224,13.457,0.0,2.612,1.17,Finance
SSB,1.57,1.55,-0.1092,0.3035,22.26,1.48,5.18,5.97,Finance
SFST,0.0,1.99,-0.096,0.5628,17.88,2.19,4.32,3.94,Finance
SMBC,1.28,1.74,-0.1532,0.4702,15.06,0.0,4.04,1.8,Finance
SONA,1.87,1.65,-0.0785,0.4681,21.83,0.0,5.58,4.78,Finance
SBSI,3.27,1.84,-0.1249,0.2073,18.22,7.93,5.86,13.85,Finance
OKSB,1.3,1.58,-0.1684,0.6144,22.37,2.03,4.79,4.8,Finance
SP,0.0,2.36,-0.23739999999999997,0.348,22.6,1.66,0.73,2.35,Consumer Services
SPAN,2.21,2.78,-0.001,0.6990999999999999,15.92,0.0,1.29,0.84,Health Care
SGRP,0.0,1.0559,-0.37556199999999995,0.175412,333.0333,0.0,0.1399,1.13,Miscellaneous
SPKE,3.34,7.3,-0.0395,0.9406,44.15,0.0,0.45,15.03,Public Utilities
SPKEP,0.0,4.43,-0.008199999999999999,0.0934,26.92,0.0,0.27,0.0,Public Utilities
SPAR,1.18,1.96,-0.1857,0.5489,42.54,1.42,0.48,1.14,Capital Goods
SPTN,2.14,1.4,-0.2368,0.13019999999999998,20.36,2.86,0.15,2.75,Consumer Non-Durables
SPEX,0.0,1.0777,-0.686484,0.170964,0.1724,0.0,4.1928,1.78,Miscellaneous
SAVE,0.0,2.63,-0.1017,0.4598,16.12,1.37,1.58,3.23,Transportation
SPOK,2.94,1.09,-0.23670000000000002,0.0748,31.42,0.0,1.99,5.72,Public Utilities
SPWH,0.0,9.58,-0.4858,0.5052,10.0,0.75,0.31,10.48,Consumer Services
SFM,0.0,5.05,-0.058499999999999996,0.3786,28.16,2.4,0.78,5.04,Consumer Services
SPSC,0.0,3.69,-0.2186,0.2158,132.93,3.07,5.05,3.22,Technology
SSNC,0.66,3.3,-0.0262,0.4218,44.31,1.22,4.91,7.63,Technology
STMP,0.0,5.96,-0.0018,1.0561,27.0,1.26,6.03,10.78,Miscellaneous
SBUX,1.59,16.24,-0.0019,0.2451,31.31,1.94,4.14,1.49,Consumer Services
STFC,1.61,1.16,-0.1094,0.2748,49.82,7.21,0.74,12.55,Finance
STBZ,2.15,1.59,-0.08039999999999999,0.3574,20.16,2.88,4.9,4.69,Finance
SNC,1.41,2.34,-0.004,0.7828,14.71,0.0,3.18,1.03,Finance
STLD,1.8,2.75,-0.16079999999999997,0.4792,15.92,0.52,0.99,3.8,Basic Industries
SRCL,0.0,2.47,-0.2352,0.1521,42.94,2.36,1.98,6.51,Basic Industries
SRCLP,7.36,2.14,-0.2059,0.18170000000000003,37.18,0.0,1.72,0.0,Basic Industries
SHOO,0.0,3.05,-0.0506,0.1979,19.3,1.91,1.56,3.71,Consumer Non-Durables
SSFN,1.32,1.06,-0.1127,0.521,11.69,0.0,2.85,1.2,Finance
SYBT,2.03,2.65,-0.2289,0.39649999999999996,20.25,1.94,6.23,17.55,Finance
STRT,1.63,0.86,-0.2878,0.513,21.18,1.1,0.3,3.72,Capital Goods
STRA,1.14,4.72,-0.0581,1.0428,29.45,7.76,2.11,7.83,Consumer Services
STB,7.56,4.21,-0.0212,0.2685,77.92,0.0,0.9,14.24,Transportation
SCMP,0.0,2.62,-0.41600000000000004,0.10220000000000001,17.08,0.72,2.04,5.16,Health Care
SMMF,2.04,1.52,-0.2801,0.4514,20.04,1.23,4.38,18.14,Finance
SNBC,0.16,1.48,-0.0672,0.2303,7.67,7.64,6.41,13.1,Finance
SNHY,0.85,4.63,-0.0246,0.5172,44.69,3.23,5.04,9.67,Capital Goods
RUN,0.0,0.74,-0.327,0.19039999999999999,5.76,0.24,1.13,12.43,Capital Goods
SBCP,0.0,1.53,-0.0611,0.5926,94.81,0.0,6.77,1.25,Finance
SMCI,0.0,1.54,-0.2346,0.3065,21.3,1.0,0.51,8.85,Technology
SGC,1.85,2.43,-0.0913,0.2299,17.88,0.0,1.09,5.42,Consumer Non-Durables
SUPN,0.0,8.32,-0.0083,1.0725,19.23,1.18,7.52,3.68,Health Care
SGRY,0.0,133.63,-0.0263,0.6481,76.99,0.4,0.96,2.57,Health Care
SRDX,0.0,2.8,-0.22440000000000002,0.09910000000000001,33.69,6.16,4.18,16.59,Health Care
SBBX,0.7,1.94,-0.09630000000000001,0.9665,20.12,1.79,3.8,0.32,Finance
SIVB,0.0,2.49,-0.11230000000000001,1.1291,22.93,2.21,5.98,4.12,Finance
SYKE,0.0,1.84,-0.032400000000000005,0.2736,20.53,1.57,0.9,5.35,Technology
SYNA,0.0,2.75,-0.2053,0.1743,83.12,0.91,1.19,9.23,Technology
SNCR,0.0,0.88,-0.7347,0.1883,29.44,0.8,1.21,5.19,Technology
SNPS,0.0,3.28,-0.0129,0.4677,41.55,2.48,4.28,1.05,Technology
SYPR,0.0,1.14,-0.0625,1.0,5.08,-0.66,0.33,3.56,Capital Goods
TROW,3.27,3.36,-0.11720000000000001,0.1069,13.65,1.44,3.87,6.66,Finance
TCMD,0.0,6.57,-0.07629999999999999,1.3230000000000002,209.28,8.85,4.3,2.64,Health Care
TTWO,0.0,7.7,-0.0315,1.202,107.79,1.96,4.34,2.98,Technology
TLF,0.0,1.36,-0.0955,0.1752,12.2,0.0,0.91,0.46,Consumer Non-Durables
TANH,0.0,0.77,-0.43329999999999996,1.55,13.64,0.0,1.3,1.03,Basic Industries
TEDU,1.82,4.48,-0.1341,0.8001999999999999,29.78,0.66,4.21,0.51,Consumer Services
TATT,10.96,1.17,-0.008,0.8787999999999999,89.86,0.0,1.07,1.02,Capital Goods
TAYD,0.0,1.3993,-0.348401,0.037788,18.1295,0.0,1.5761,2.9,Capital Goods
AMTD,1.89,3.78,-0.2004,0.4376,23.55,1.46,5.96,2.54,Finance
TECD,0.0,1.54,-0.0467,0.39880000000000004,17.18,2.94,0.14,4.43,Technology
TTGT,0.0,2.19,-0.0855,0.3507,108.21,1.3,2.45,5.81,Miscellaneous
TGLS,5.69,2.75,-0.2343,0.031200000000000002,30.94,0.0,1.07,9.28,Consumer Durables
TTEC,1.01,5.18,-0.0012,0.7156999999999999,47.08,2.37,1.46,10.87,Technology
TBNK,2.65,1.17,-0.11259999999999999,0.1726,16.67,3.95,4.37,2.91,Finance
TESS,5.65,1.12,-0.13849999999999998,0.4359,82.35,2.62,0.23,0.18,Consumer Non-Durables
TTEK,0.88,2.87,-0.025099999999999997,0.5869,24.14,1.51,1.27,2.49,Consumer Services
TCBI,0.0,1.99,-0.19440000000000002,0.8134,22.03,1.4,5.65,3.51,Finance
TCBIL,0.0,0.67,-0.11130000000000001,0.0302,7.49,0.0,1.9,0.0,Finance
TCBIP,6.28,0.6749,-0.041969000000000006,0.05213,7.6266,0.0,1.9174,0.0,Finance
TXN,2.48,7.58,-0.0217,0.38409999999999994,21.59,2.03,5.85,2.94,Technology
TXRH,1.72,4.51,-0.0604,0.307,30.2,1.41,1.7,3.94,Consumer Services
TFSL,3.12,2.65,-0.20010000000000003,0.0063,53.03,0.0,14.45,6.36,Finance
ABCO,0.0,3.79,-0.062400000000000004,1.0563,20.71,2.0,2.62,3.38,Consumer Services
ANDE,1.83,1.29,-0.2194,0.0998,43.11,2.37,0.25,2.82,Consumer Services
CG,7.88,3.76,-0.0559,0.2369,82.56,0.13,0.52,2.06,Finance
CAKE,1.62,4.35,-0.1174,0.2627,20.72,1.72,1.19,9.43,Consumer Services
CHEF,0.0,2.17,-0.07,0.547,1063.33,3.53,0.34,11.97,Consumer Non-Durables
TCFC,1.15,1.51,-0.0616,0.6339,19.86,1.72,3.81,2.98,Finance
DSGX,0.0,4.41,-0.0199,0.35369999999999996,79.52,2.16,9.31,2.34,Technology
ENSG,0.89,2.08,-0.2006,0.12240000000000001,22.35,0.84,0.55,13.38,Health Care
FBMS,0.55,1.61,-0.1104,0.6758,23.48,0.0,4.52,3.21,Finance
FLIC,2.07,2.04,-0.3267,0.08449999999999999,19.83,2.56,6.87,3.2,Finance
GT,1.25,1.7,-0.12369999999999999,0.341,6.88,1.22,0.53,6.64,Consumer Durables
HABT,0.0,3.25,-0.0278,0.4545,71.11,3.34,1.33,7.98,Consumer Services
HCKT,1.99,4.59,-0.2721,0.1531,19.56,0.98,1.68,0.65,Consumer Services
HAIN,0.0,2.02,-0.3715,0.0897,17.93,1.8,1.29,4.13,Consumer Non-Durables
KHC,2.59,1.96,-0.0489,0.16690000000000002,33.09,1.91,4.3,2.17,Consumer Non-Durables
MEET,0.0,1.32,-0.4254,0.3507,6.35,0.45,3.86,2.55,Consumer Services
MIDD,0.0,5.58,-0.1491,0.1838,24.41,2.84,3.24,8.29,Technology
NAVG,0.34,1.29,-0.5745,0.049699999999999994,19.69,2.67,1.29,2.48,Finance
PCLN,0.0,8.46,-0.032799999999999996,0.6235,42.08,1.46,8.3,3.17,Miscellaneous
PRSC,0.0,2.27,-0.0662,0.34619999999999995,9.92,2.33,0.4,2.61,Consumer Services
RMR,2.03,5.47,-0.1162,0.7195999999999999,17.59,0.13,3.48,1.36,Consumer Services
TTD,0.0,12.03,-0.0415,1.3744999999999998,52.4,1.49,9.2,2.68,Technology
ULTI,0.0,14.77,-0.004,0.23800000000000002,220.99,2.51,7.95,12.7,Technology
YORW,1.93,3.73,-0.16940000000000002,0.23739999999999997,35.63,7.05,8.95,5.91,Public Utilities
TIG,0.0,2.52,-0.051,0.5552,39.88,0.0,7.49,0.02,Health Care
TTS,0.99,7.22,-0.096,0.3455,53.29,1.85,3.16,12.37,Consumer Services
TIL,0.0,0.52,-0.218,0.30329999999999996,9.7,0.0,2.74,1.6,Finance
TSBK,1.95,1.57,-0.030699999999999998,0.5959,14.18,0.0,3.7,0.34,Finance
TIPT,1.92,0.6,-0.1711,0.32909999999999995,9.98,0.0,0.27,15.66,Finance
TTNP,0.0,4.8,-0.6718000000000001,0.1463,18.65,0.0,3.37,16.46,Health Care
TIVO,4.42,1.04,-0.2991,0.08900000000000001,107.19,0.86,2.66,2.02,Miscellaneous
TMUS,0.0,2.97,-0.015700000000000002,0.6740999999999999,34.82,1.51,1.48,4.23,Public Utilities
TMUSP,2.49,4.85,-0.0154,0.6018,56.83,0.0,2.41,0.0,Public Utilities
TORM          ,0.0,1.01,-0.0179,0.9231,550.0,0.0,0.72,2.46,Basic Industries
TSEM,0.0,3.22,-0.0154,1.2658,13.67,0.84,1.85,4.91,Technology
TPIC,0.0,4.92,-0.2691,0.5057,34.06,0.52,0.7,6.15,Energy
TSCO,1.99,5.1,-0.43420000000000003,0.0384,16.94,1.18,1.02,3.16,Consumer Services
TWMC,0.0,0.29,-0.6081,0.0645,8.25,0.0,0.15,4.4,Consumer Services
TACT,4.26,2.53,-0.0904,0.44920000000000004,16.38,0.83,1.09,0.63,Technology
TRNS,0.0,1.96,-0.1388,0.46490000000000004,18.91,0.0,0.59,0.36,Capital Goods
TZOO,0.0,7.29,-0.18989999999999999,0.43329999999999996,20.21,2.64,1.09,8.72,Technology
TCBK,1.71,1.65,-0.0636,0.46740000000000004,17.53,1.69,3.61,4.85,Finance
TRMB,0.0,3.73,-0.0108,0.5121,55.88,2.56,3.78,4.98,Capital Goods
TRIP,0.0,4.06,-0.455,0.0196,54.95,6.04,3.75,7.05,Technology
TSC,0.0,1.94,-0.0817,0.9016,22.78,2.89,5.56,1.97,Finance
TBK,0.0,1.38,-0.1753,0.5184000000000001,16.55,1.26,2.66,2.72,Finance
TRNC,0.0,6.44,-0.36479999999999996,0.3002,40.68,0.0,0.23,5.55,Consumer Services
THST,0.0,0.881,-0.40965,0.8661,2202.0,0.0,0.415,0.86,Consumer Non-Durables
TRST,3.48,1.65,-0.1722,0.24170000000000003,16.56,3.36,4.43,4.4,Finance
TRMK,2.93,1.38,-0.149,0.3643,18.87,2.52,3.84,12.9,Finance
TSRI,0.0,1.5043,-0.244768,1.097865,37.5639,0.0,0.237,0.12,Technology
TTMI,0.0,1.93,-0.08789999999999999,1.3506,22.88,0.49,0.65,9.91,Technology
TCX,0.0,15.55,-0.07440000000000001,1.5369,44.39,0.93,2.9,9.89,Technology
FOX,1.32,3.36,-0.1562,0.1286,16.57,1.23,1.77,2.33,Consumer Services
FOXA,1.32,3.37,-0.1709,0.1586,16.62,1.2,1.78,3.1,Consumer Services
TRCB,0.89,1.47,-0.0349,0.8408,17.63,0.0,4.41,0.85,Finance
USCR,0.0,5.1,-0.0682,0.5635,43.0,1.45,0.86,10.49,Capital Goods
UBNT,0.0,6.99,-0.2611,0.32159999999999994,15.7,1.06,4.62,11.46,Technology
UFPT,0.0,1.72,-0.0351,0.3456,21.98,0.0,1.33,1.58,Capital Goods
ULTA,0.0,11.09,-0.0245,0.3432,42.47,1.76,3.57,1.57,Consumer Services
UCTT,0.0,3.3,-0.0017000000000000001,3.4648000000000003,29.51,0.68,1.17,1.94,Technology
ULBI,0.0,1.31,-0.07519999999999999,0.6356,19.34,0.0,1.11,0.37,Miscellaneous
UTEK,0.0,2.19,-0.0229,0.4703,54.37,2.29,3.97,0.73,Technology
UMBF,1.43,1.77,-0.1258,0.45880000000000004,21.15,1.36,3.72,6.86,Finance
UMPQ,3.66,0.98,-0.10769999999999999,0.191,16.73,1.94,3.5,2.95,Finance
UBSH,2.36,1.46,-0.1394,0.45530000000000004,18.56,2.2,4.45,3.06,Finance
UNB,2.89,3.13,-0.2024,0.2289,20.54,0.0,5.09,52.45,Finance
UBCP,3.73,1.3493,-0.224111,0.245505,16.6652,0.0,3.1573,1.9,Finance
UBOH,2.28,0.9246,-0.088532,0.261624,12.6827,0.0,2.7061,3.23,Finance
UBSI,3.38,1.4,-0.21280000000000002,0.1261,19.73,1.88,8.48,17.35,Finance
UCBA,1.91,1.09,-0.0005,0.35450000000000004,23.5,0.0,4.09,0.69,Finance
UCBI,1.34,1.73,-0.12869999999999998,0.5554,18.71,16.59,4.59,2.09,Finance
UCFC,1.49,1.44,-0.1505,0.4411,22.54,0.0,4.67,1.7,Finance
UBNK,2.9,1.25,-0.11359999999999999,0.3317,16.22,1.52,4.36,5.14,Finance
UFCS,2.31,1.14,-0.1482,0.1516,23.7,2.3,0.94,1.41,Finance
UIHC,1.47,1.39,-0.1041,0.7184999999999999,54.35,0.48,0.68,7.36,Finance
UNFI,0.0,1.27,-0.235,0.10490000000000001,15.78,3.54,0.23,7.27,Consumer Non-Durables
UBFO,2.2,1.56,-0.0053,0.8755,21.67,0.0,4.72,1.63,Finance
USLM,0.69,2.37,-0.054400000000000004,0.491,23.58,0.0,3.07,9.03,Basic Industries
UTHR,0.0,2.58,-0.2991,0.2211,8.36,-0.3,3.33,9.65,Health Care
UG,4.91,5.4,-0.10529999999999999,0.1945,27.56,0.0,6.95,1.01,Consumer Non-Durables
UNTY,1.49,1.56,-0.1,0.5536,13.08,0.0,3.59,2.16,Finance
OLED,0.1,9.54,-0.0271,1.4018000000000002,95.91,2.85,24.01,6.73,Capital Goods
UEIC,0.0,3.28,-0.2116,0.1985,52.83,1.25,1.37,7.82,Consumer Non-Durables
UFPI,1.0,2.1,-0.1826,0.1015,18.01,1.54,0.54,2.25,Basic Industries
ULH,2.12,2.51,-0.25420000000000004,0.19030000000000002,17.84,5.17,0.35,5.33,Transportation
UVSP,2.8,1.49,-0.1048,0.4322,30.39,4.13,4.36,5.29,Finance
URBN,0.0,1.64,-0.5326,0.027999999999999997,11.13,1.85,0.62,4.01,Consumer Services
ECOL,1.44,3.86,-0.0787,0.30920000000000003,34.08,3.69,2.31,9.11,Public Utilities
UTMD,1.63,3.33,-0.1193,0.1732,19.93,0.0,6.15,3.47,Health Care
UTSI,0.0,0.84,-0.10830000000000001,0.3375,76.43,-9.68,0.94,0.46,Consumer Durables
VALU,3.79,4.81,-0.2927,0.2712,16.48,0.0,5.38,8.97,Finance
VREX,0.0,3.73,-0.045700000000000005,0.39640000000000003,19.99,0.0,2.02,7.72,Capital Goods
VDSI,0.0,2.17,-0.26940000000000003,0.17010000000000003,64.38,17.63,2.99,4.42,Technology
WOOF,0.0,4.88,-0.0001,0.5451,35.23,2.75,2.84,1.47,Consumer Non-Durables
VEON,10.16,1.17,-0.1441,0.2372,3.17,0.0,0.73,1.74,Public Utilities
VRA,0.0,1.05,-0.5203,0.07139999999999999,15.57,1.34,0.61,16.2,Consumer Non-Durables
VRSK,0.0,9.72,-0.0784,0.0655,22.64,2.62,6.69,3.57,Technology
VBTX,0.0,1.65,-0.11449999999999999,0.8734999999999999,24.94,2.33,8.51,5.54,Finance
VRTX,0.0,19.68,-0.0167,0.6781,167.25,1.12,14.63,3.45,Health Care
VIA,2.08,3.25,-0.24420000000000003,0.0593,12.69,0.71,1.19,1.84,Consumer Services
VIAB,2.29,2.96,-0.2481,0.050499999999999996,11.61,1.33,1.09,2.74,Consumer Services
VSAT,0.0,2.25,-0.1948,0.07,148.72,6.0,2.51,11.94,Technology
VIAV,0.0,3.29,-0.0446,0.7862,31.38,3.11,3.03,2.41,Technology
VBFC,0.0,0.94,-0.05,0.278,3.17,0.0,1.71,6.02,Finance
VLGEA,4.0,1.27,-0.3125,0.0154,14.6,0.0,0.22,14.38,Consumer Services
VNOM,6.88,2.48,-0.121,0.2934,45.93,0.45,17.37,3.75,Energy
VIRC,0.0,1.15,-0.0789,0.2963,3.05,0.0,0.39,1.09,Consumer Durables
VIRT,5.91,4.58,-0.1479,0.31579999999999997,24.25,-8.15,1.17,9.37,Finance
VRTS,1.75,1.63,-0.201,0.4708,16.04,1.2,2.24,9.98,Finance
VRTSP,0.0,1.51,-0.08960000000000001,0.0391,14.91,0.0,2.07,0.0,Finance
VRTU,0.0,1.78,-0.16329999999999997,0.6511,76.33,1.28,1.03,4.8,Technology
VVUS,0.0,6.59,-0.23129999999999998,0.2151,3.42,-3.59,0.87,10.69,Health Care
VOXX,0.0,0.37,-0.1892,1.4291,33.33,1.7,0.21,2.3,Consumer Non-Durables
VSEC,0.66,1.74,-0.048,0.6139,16.69,0.0,0.61,2.46,Consumer Services
VWR,0.0,2.8,-0.1176,0.34600000000000003,29.35,2.18,0.95,9.63,Consumer Durables
WBA,1.86,2.9,-0.0941,0.0654,20.89,1.19,0.75,3.43,Health Care
WAFD,1.87,1.43,-0.1057,0.4138,17.09,1.7,6.09,7.01,Finance
